Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,specific_model
2006 Suzuki Maruti Suzuki Baleno,Tiptronic,"NRP1,299,000.00",,,,,Baleno
2012 Hyundai Eon Era Plus,Tiptronic,"NRP1,275,000.00",,,,,Eon Era Plus
2021 Hyundai Verna,Tiptronic,"NRP3,450,000.00",,,,,Verna
2010 Hyundai I20,Tiptronic,"NRP1,475,000.00",,,,,I20
2008 Suzuki Swift,Tiptronic,"NRP1,375,000.00",,,,,Swift
2021 Isuzu Full Option Highlander,Tiptronic,"NRP3,650,000.00",,,,,Isuzu Full Option Highlander
2017 Suzuki Maruti Suzuki Baleno,Tiptronic,"NRP2,399,000.00",,,,,Baleno
2014 Ford Ecosport,Tiptronic,"NRP2,425,000.00",,,,,Ecosport
2013 Ford Fiesta,Manual,"NRP1,350,000.00",,,,,Fiesta
2013 Toyota Etios,Manual,"NRP1,750,000.00",,,,,Etios
2011 Mercedes Benz C200 Cgi Estate Elegance,Automatic,"NRP11,000,000.00",,,,,Mercedes Benz C200 Cgi Estate Elegance
2016 Hyundai Creta Sx,Automatic,"NRP3,975,000.00",,,,,Creta Sx
2016 Honda Civic,Automatic,"NRP6,850,000.00",,,,,Civic
2009 Toyota Fortuner,Automatic,"NRP6,600,000.00",,,,,Fortuner
2021 Mitsubishi Eclipse,Automatic,"NRP11,500,000.00",,,,,Eclipse
2013 Land Rover Freelander,Automatic,"NRP11,000,000.00",,,,,Land Rover Freelander
2010 Volkswagen Tiguan,Automatic,"NRP3,900,000.00",,,,,Tiguan
2008 Toyota Land Cruiser V8,Automatic,"NRP16,000,000.00",,,,,Land Cruiser V8
1991 Mitsubishi Pajero Evolution,Manual,"NRP2,450,000.00",,,,,Pajero Evolution
2007 Nissan Super Saloon,Manual,"NRP1,250,000.00",,,,,Super Saloon
2015 Toyota Etios,Automatic,"NRP2,500,000.00",,,,,Etios
2016 Hyundai Creta Sx,Automatic,"NRP3,850,000.00",,,,,Creta Sx
2014 Honda City,Automatic,"NRP2,450,000.00",,,,,City
2010 Toyota Prado,Automatic,"NRP13,500,000.00",,,,,Prado
2020 Kia Seltos,Manual,"NRP4,600,000.00",,,,,Seltos
2017 Kia Carnival,Automatic,"NRP5,500,000.00",,,,,Carnival
2006 Mitsubishi Pajero Evolution,Automatic,"NRP4,500,000.00",,,,,Pajero Evolution
2017 Isuzu Full Option Highlander,Tiptronic,"NRP3,650,000.00",,,,,Isuzu Full Option Highlander
2017 Suzuki Maruti Suzuki Baleno,Tiptronic,"NRP2,399,000.00",,,,,Baleno
2014 Ford Ecosport,Tiptronic,"NRP2,425,000.00",,,,,Ecosport
2010 Kia Sportage,Manual,"NRP3,200,000.00",,,,,Sportage
2010 Toyota Hilux,Manual,"NRP3,900,000.00",,,,,Hilux
2010 Toyota Yaris,Automatic,"NRP522,608.00",,,,,Yaris
2017 Toyota Yaris,Automatic,"NRP991,548.00",,,,,Yaris
2020 Toyota Yaris,Manual,"NRP1,500,000.00",,,,,Yaris
2008 Toyota Yaris,Manual,"NRP1,750,000.00",,,,,Yaris
2013 Ford Figo Titanium,Manual,"NRP1,450,000.00",,,,,Figo Titanium
2016 Mahindra Bolero,Manual,"NRP1,850,000.00",,,,,Bolero
2015 Mahindra Scorpio,Manual,"NRP2,350,000.00",,,,,Scorpio
2017 Mahindra Scorpio,Manual,"NRP3,900,000.00",,,,,Scorpio
2018 Suzuki Suzuki Brezza Zdi,Manual,"NRP3,600,000.00",,,,,Brezza Zdi
2015 Nissan Sunny,Manual,"NRP2,250,000.00",,,,,Sunny
2015 Hyundai Creta Sx,Manual,"NRP3,750,000.00",,,,,Creta Sx
2016 Hyundai Creta Sx,Manual,"NRP4,000,000.00",,,,,Creta Sx
2014 Hyundai Xcent Sx,Manual,"NRP2,150,000.00",,,,,Xcent Sx
2007 Toyota Yaris,Manual,"NRP1,425,000.00",,,,,Yaris
2018 Nissan Micra,Manual,"NRP1,850,000.00",,,,,Micra
2017 Toyota Hilux,Manual,"NRP7,800,000.00",,,,,Hilux
2014 Volkswagen Polo,Manual,"NRP2,150,000.00",,,,,Polo
2017 Mahindra Scorpio,Manual,"NRP3,400,000.00",,,,,Scorpio
2018 Toyota Hilux,Manual,"NRP8,100,000.00",,,,,Hilux
2014 Mahindra Daihatsu Terios,Manual,"NRP4,550,000.00",,,,,Daihatsu Terios
2019 Hyundai Creta E,Manual,"NRP398,000.00",,,,,Creta E
2018 Suzuki Celerio Vxi 2018 Model,Manual,"NRP1,975,000.00",,,,,Celerio Vxi
2016 Mahindra Scorpio,Manual,"NRP3,100,000.00",,,,,Scorpio
2017 Kia Carnival,Automatic,"NRP5,500,000.00",,,,,Carnival
2016 Hyundai Grand,Manual,"NRP2,099,000.00",,,,,Grand
2014 Suzuki Alto,Manual,"NRP1,200,000.00",,,,,Alto
2014 Hyundai I20,Manual,"NRP1,900,000.00",,,,,I20
2014 Hyundai Tucson,Manual,"NRP4,200,000.00",,,,,Tucson
2022 Suzuki A Star Concept,Manual,"NRP2,550,000.00",,,,,A Star Concept
2017 Hyundai Creta Sx,Manual,"NRP3,775,000.00",,,,,Creta Sx
2019 Hyundai Creta E,Manual,"NRP3,790,000.00",,,,,Creta E
2015 Tata Indica Ev2 Xeta,Manual,"NRP1,150,000.00",,,,,Indica Ev2 Xeta
,,,,,,,
New Shape Hyundai I20 Sportz 2022 Single Owner,,"NRs 3,400,000.00","Single Owner New Shape Hyundai I20 Sportz 2022 Comes with 170mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety […]",,,,I20 Sportz
Maruti Suzuki Baleno Delta 2018 Single Owner,,"NRs 2,250,000.00","Maruti Suzuki Baleno Delta 2018 Single Owner with full service history in immaculate condition. Full Option loaded with (Dual AirBags,ABs,Telephonic Bluetooth,Climate Ctrl, Steering mounted Ctrls). […]",,,,Baleno Delta
Hyundai Venue (S) 1.2 Model 2020 with only 16000 KM,,"NRs 3,200,000.00",Single Owner Hyundai Venue ‘S’2020 in brand new condition. 195mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. Safety features […],,,,Venue S 1.2 only
Kia Seltos HTK+ 1.5L Petrol Single Owner,,"NRs 4,000,000.00","Kia Seltos HTK+ Manual 2020 in Brand New Condition. Free from accidents and problems. Used minorly But in Pristinely kept New Condition, Full-service history/ Good […]",,,,Seltos HTK 1.5L Petrol
2018 Suzuki Vitara Brezza ZDi,,"NRs 3,050,000.00",Single Owner Fully Loaded 2018 Suzuki Vitara Brezza ZDi in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service center. Intact […],,,,Vitara Brezza ZDi
Toyota Hilux 2021 Model 4X4 Like Brand New,,"NRs 9,200,000.00","TOYOTA HILUX REVO 2021 4X4, the ultimate OFF ROADER 2800 C.C blessed with legendary Toyota’s reliability. In brand new condition. No Marks, No Damages, Fully […]",,,,Hilux
Hyundai Creta E 2015 in very reasonable price,,"NRs 2,800,000.00",Two Owner Hyundai Creata S 2015 Up for SALE. Without a single scratch or damage. Well looked after and driven with extra care and love. […],,,,Creta E in very reasonable price
Toyota Rav4 Full Option 2010 Super Clean condition,,"NRs 2,800,000.00",Super Excellent Condition Toyota Rav 4 2010 in its Original glory. No Accidents and Scratches free. This SUV is Fully Loaded with 4WD A Super […],,,,Rav4 Full Option Super Clean condition
TOYOTA YARIS 2006 FULL OPTION,,"NRs 1,150,000.00","A Quality Japanese flagship model The Luxurious Toyota Yaris 2006 full option(Loaded with, DUAL AIRBAGS, ABs with Excellent mileage). Free from accidents and problems, with […]",,,,YARIS FULL OPTION
Swift Dzire VXI 2018 Immaculate Condition,,"NRs 2,300,000.00",New Suzuki Dzire Vxi 2018 is fully Loaded vehicle with safety and comfort features. This vehicle has been fully tested and thoroughly inspected ready for […],,,,Swift Dzire VXI Immaculate Condition
Ford Figo Trend 2016 28000km Not to be Missed,,"NRs 1,675,000.00","Ford Figo 2016 TREND 28000 KM(Comes with Ford Service records) with in Excellent condition. A well-maintained Hatchback that is comfortable and stylish, provides excellent mileage […]",,,,Figo Trend 28000km Not to be Missed
SUZUKI SWIFT VXI 2016,,"NRs 1,950,000.00",Suzuki Swift Vxi 2016 is Up for Sale. This Vehicle is free from accidents and has no problems or issues. Newly Polished and complete scratch […],,,,SWIFT VXI
Hyundai Creta SX ‘O’ 2018 with Sunroof,,"NRs 4,450,000.00","Immaculate condition Hyundai’s flagship The Creta, Sx ‘O’ 2018 with SunRoof  Comes with Leather Seate, Electric Power seats, Airbags, ABs, Audio mounted controls, 17 inch […]",,,,Creta SX ‘O’
Volkswagen Polo High-line 2013,,"NRs 1,675,000.00",Excellent condition Volkswagen Polo High-line 2013 up for SALE. Fully Loaded variant in condition good as new. Fully inspected and quality fully assured. Tidy interiors […],,,,Polo High-line
SUZUKI SWIFT ZXI 2017 Single Owner,,"NRs 2,250,000.00","Single Owner SUZUKI SWIFT ZXI 2017 in brand new condition. Sporty Looks, good resale value. Comes with keyless entry, push start, Airbags and ABS. With […]",,,,SWIFT ZXI
Suzuki Celerio 2015 AMT,,"NRs 1,850,000.00",Single owner Maruti Suzuki Celerio VXi 2015 (AMT) Auto Gear up for SALE. Full option VXI variant in an excellent driving condition. In original factory […],,,,Celerio AMT
MARUTI SUZUKI VITARA BREZZA ZDi+ 2016 Single Owner 41000 Km,,"NRs 2,750,000.00",Single Owner Fully Loaded 2016 Suzuki Vitara Brezza ZDi+ in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service center. Intact […],,,,VITARA BREZZA ZDi
3 Door Mitsubishi Pajero 1998 Fully Modified,,"NRs 2,700,000.00",Limited Edition 3 Door Mitsubishi Pajero V20 1998 4WD is Up for SALE. It’s an opportunity to own a pre-owned 3 Door Pajero that has […],,,,3 Door Pajero Modified
Honda Mobilo 1.5 SMT Seven Seater 2014,,"NRs 1,975,000.00","Perfect 7 Seater car, Honda’s Mobile 2014 SMT 1.5cc Japanese i-vtec engine in super immaculate condition. A professionally perfect family 7 Seater with the size […]",,,,Mobilo 1.5 SMT Seven Seater
Hyundai Grand i10 Magna 2015 Up for SALE,,"NRs 1,900,000.00",Hyundai Grand i10 Magna 2015. Free from accidents and problems. A Much looked after vehicle by its previous owners. * Quality 100% Viewing highly recommended. […],,,,Grand i10 Magna Up for SALE
"Toyota PRADO Land cruiser 2008 VX (SunRoof, Leather seates, Tesla screen Full AC)",,"NRs 8,500,000.00","Immaculate condition Toyota’s flag ship model the Land cruiser PRADO VX(Top Option) 2008 model in Beautiful Metallic Black. A Fully loaded edition, Unbelievable quality for […]",,,,PRADO Land cruiser VX Leather seates Tesla screen Full AC
Hyundai Accent 2006 Single Owner,,"NRs 950,000.00","Single owner-HYUNDAI ACCENT 2006 Family Sedan, Full option in immaculate condition. Fully Service History and newly polished. Viewing and test drive recommended Priced @NRs 9,50,000/-(Best […]",,,,Accent
Polo 1.2 Comfortline 2015 Single Owner,,"NRs 1,825,000.00","Excellent condition Single Owner Volkswagen Polo 1.2 comfort-line 2015. Comes with All Four power windows, Airbags, ABS. This Vehicle has been fully checked and quality […]",,,,Polo 1.2 Comfortline
Suzuki Astar 2009 Value for Money,,"NRs 1,025,000.00","Excellent condition Maruti Suzuki ASTAR VXI 2009 up for SALE. Drives just like new in condition, with minimal running. Free from accidents and problems. No […]",,,,Astar Value for Money
Honda Brio SMT 2014 Single Owner,,"NRs 1,550,000.00","The Ultimate city car, with amazing power to weight ratio Honda’s Brio SMT 2014 1.2c Japanese i-vtec engine in super immaculate condition. This vehicle has […]",,,,Brio SMT
Kia Seltos HTX IVT Fully Loaded 2020 AUTOMATIC with SUNROOF,,"NRs 4,950,000.00","2020 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant. Priced@NRs46,50,000/(Close […]",,,,Seltos HTX IVT
Hyundai Creta SX+ 2016 Diesel Fully Loaded,,"NRs 3,200,000.00","In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai Creta SX(+)” 2016 Up for sale.. What more to ask for […]",,,,Creta SX Diesel
Hyundai I20 Active Base 2018,,"NRs 2,650,000.00","Hyundai I20 Active ‘Base’ 2018 Comes with 190mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety features include Airbags, […]",,,,I20 Active Base
Auto Gear Ford Figo Aspire 2017 TITANIUM Single Owner,,"NRs 2,050,000.00","Auto Gear Ford Figo Aspire 2017 TITANIUM in Excellent condition. SINGLE OWNER. A well-maintained noseback that is comfortable and stylish, provides excellent mileage and is […]",,,,Auto Gear Figo Aspire TITANIUM
Hyundai Creta SX+ 2017 Single owner Diesel Fully Loaded,,"NRs 3,450,000.00","In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai Creta SX(+)” in Silver Color. Used minorly But in Pristinely kept […]",,,,Creta SX Diesel
2014 Subaru XV Single Owner Immaculate condition,,"NRs 3,750,000.00",The Subaru XV is one of the top-selling small SUVs on the market. It is a compact SUV from the Japanese company that has featured […],,,,Subaru XV Immaculate condition
Maruti Suzuki Celerio ZXi 2017 Up for SALE,,"NRs 1,950,000.00","Single owner top model Maruti Suzuki Celerio ZXi 2017, Fully option ZXI variant in an excellent driving condition. In original factory condition with no major […]",,,,Celerio ZXi Up for SALE
DAIHATSU Terios-SX FULL OPTION Not to be Missed,,"NRs 2,300,000.00","Embark on your next adventure in this well-kept 2007 Daihatsu Terios! Offering a perfect blend of city-friendly maneuverability and off-road capability, this compact SUV is […]",,,,DAIHATSU Terios-SX FULL OPTION Not to be Missed
Nissan Datsun Redi Go 2021 BRAND NEW CONDITION 12000 Km ONLY,,"NRs 1,625,000.00",Nissan Datsun Redi-go 2021 free from accidents and isues. Brand New Condition NEW SHAPE Economical cheap best for City Drive. Ideal first-time buyers’ choice. Full […],,,,Datsun Redi Go CONDITION ONLY
Maruti Suzuki Baleno 2016 Xeta Single Owner,,"NRs 1,990,000.00","Maruti Suzuki Baleno Xeta 2016 Single Owner Up for sale. Full Option loaded with (Keyless entry, Push Start, Dual AirBags,ABs,Telephonic Bluetooth,Climate Ctrl, Steering mounted Ctrls). […]",,,,Baleno Xeta
Hyundai Creta E+ 2017 Single owner,,"NRs 3,150,000.00",Single Owner Hyundai Creata E+ 2017 Up for SALE. Without a single scratch or damage. Well looked after and driven with extra care and love. […],,,,Creta E
Nissan Navara VL 2.5 Turbo 4X4 Auto Gear with 45000 KM,,"NRs 5,600,000.00","Introducing a remarkable opportunity to own a pre-owned Nissan NAVARA Auto Gear 2016. This vehicle is a true gem, combining rugged capabilities with modern comforts […]",,,,Navara VL 2.5 Turbo Auto Gear
Volkswagen Vento Highline 2014 Automatic Gear 33000 KM,,"NRs 2,050,000.00","Luxurious German quality, Excellent condition Auto Gear/Automatic Transmission Volkswagen Vento Highline(TopModel) 2014 in super immaculate condition. Free from accidents and any issues, newly polished and […]",,,,Vento Highline Gear
Hyundai Grand i10 Magna 2015 Up for SALE,,"NRs 1,925,000.00",Hyundai Grand i10 Magna 2015. Free from accidents and problems. A Much looked after vehicle by its previous owners. * Quality 100% Viewing highly recommended. […],,,,Grand i10 Magna Up for SALE
Honda’s AMAZE 2013 1.2cc Japanese i-vtec engine,,"NRs 1,550,000.00","Perfect city car, with amazing power to weight ratio Honda’s AMAZE 2013 1.2cc Japanese i-vtec engine in super immaculate condition. A professionally perfect family sedan […]",,,,Honda’s AMAZE 1.2cc Japanese i-vtec engine
Skoda Rapid 1.6 Ambition 2018 Single Owner,,"NRs 2,050,000.00","SINGLE OWNER Skoda Rapid 1.6 Ambition 2018 (FULL SERVICE HISTORY) is in showroom condition. It comes with complete service history. Comes loaded with Dual airbags, […]",,,,Rapid 1.6 Ambition
Maruti Suzuki Celerio VXI 2022 New Shape Single Owner,,"NRs 2,275,000.00","Single owner New Shape Maruti Suzuki Celerio 2022 VXI, Fully option VXI variant in an excellent driving condition comes with A/C, Power Steering. In original […]",,,,Celerio VXI
MARUTI SUZUKI CELERIO VXI 2015 SINGLE OWNER,,"NRs 1,625,000.00","Single owner Maruti Suzuki Celerio 2015 VXI, Fully option VXI variant in an excellent driving condition. In original factory condition with no major wear and […]",,,,CELERIO VXI
Honda JAZZ 2016 VMT in Near Brand New condition,,"NRs 2,050,000.00","Single Owner and in super Excellent condition Honda Jazz VMT 2016 (New Shape) dressed in Metallic White, a real head turner (Executive class) quality vehicle. […]",,,,JAZZ VMT in Near condition
Tata Hexa Brand New condition 7 Seater Premium SUV,,"NRs 3,900,000.00",Awesome road presence Tata Hexa 2017 is Up for SALE. Brand New condition 7 Seater SUV with 4WD perfect for Nepal’s Off Roads. Black leather […],,,,Hexa condition 7 Seater Premium SUV
Hyundai Grand I10 Nios F/L Magna 2021 14000KM,,"NRs 2,500,000.00",Grand I10 NIOS F/L Magna 2021. Single owner with entire service history. Only 14000 KM. * Dual AirBags and full Hyundai service. In immaculate condition. […],,,,Grand I10 Nios F/L Magna 14000KM
Maruti Suzuki Alto K10 2012,,"NRs 1,075,000.00","The Classic Alto K10 VXI (With A/c, Power Steering and Power windows) 2012 in Immaculate condition. Free from accidents and problems, Excellent Re-sell value. A […]",,,,Alto K10
Kia Seltos HTX IVT Fully Loaded 2021 AUTOMATIC with SUNROOF,,"NRs 5,375,000.00","2021 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant. Priced@NRs53,75,000/(Close […]",,,,Seltos HTX IVT
Volkswagen Polo 1.0 TrendLine 2019 Single Owner,,"NRs 2,050,000.00","Excellent condition Single Owner Volkswagen Polo Trend-line 2019. Comes with All Four power windows, Airbags, ABS. This Vehicle has been fully checked and quality assured. […]",,,,Polo 1.0 TrendLine
Ford Ecosport 2019 Titanium New Shape,,"NRs 2,450,000.00","EXCELLENT CONDITION FORD ECOSPORTS 2018 FULL OPTION TITANIUM with Touch screen display. In Brand new spotless condition. price @Nrs24,50,000/-(Taking Offers) (VIEWING HIGHLY RECOMMENDED) For Test […]",,,,Ecosport Titanium
Hyundai I20 Active ‘S’2015 Asta Single Owner,,"NRs 2,350,000.00",Single Owner Hyundai I20 Active ‘S’2015 Asta in excellent condition. 190mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. COMES […],,,,I20 Active ‘S’ Asta
MAHINDRA SCORPIO 2018 S5 4WD Excellent condition,,"NRs 4,000,000.00","Immaculate Condition Mahindra Scorpio 4WD S5 2018. Mahindra 2.2cc M-Hawk Turbo Engine Loaded with Dual AirBags, ABs NO scratches, No Problems. Drives and feels just […]",,,,SCORPIO S5 4WD Excellent condition
Kia Seltos HTK+ 1.5L Petrol Single Owner,,"NRs 4,200,000.00","Kia Seltos HTK+ Manual 2021 in Brand New Condition. Free from accidents and problems. Used minorly But in Pristinely kept New Condition, Full-service history/ Good […]",,,,Seltos HTK 1.5L Petrol
Ford Ecosport 2015 Ambiente Cheap CUV,,"NRs 1,750,000.00",Ford Ecosport 2015 Ambiente in super excellent condition Interiors and Exteriors are very clean and new condition. No Accidents no Scratches. Do Not Miss this […],,,,Ecosport Ambiente Cheap CUV
Hyundai Eon Magna+ 1000 C.C 2015 in immaculate condition,,"NRs 1,425,000.00","Single Owner Hyundai Eon Magna+ 2015 1000CC in super excellent condition, free from accidents and problems. Viewing is highly recommended. Priced@NRs13,50,000/-(Taking near offers) Visit www.ktmcarsales.com […]",,,,Eon Magna C.C in immaculate condition
Hyundai Venue E 1.2 Model 2021 Single Owner,,"NRs 2,875,000.00",Single Owner Hyundai Venue ‘E’ 2021 in brand new condition. 195mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. Safety […],,,,Venue E 1.2
Hyundai I20 Active ‘S’  2019 Single Owner,,"NRs 2,975,000.00","Single Owner Hyundai I20 Active Asta ‘S’ 2019 Comes with 190mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety […]",,,,I20 Active ‘S’
BYD ATTO 3 (SUPERIOR) Long Range EV 2023,,"NRs 6,100,000.00","BYD ATTO 3 (SUPERIOR) Long Range EV is its state-of-the-art electric powertrain. Powered by a high-capacity Blade battery and a powerful electric motor, it delivers […]",,,,BYD ATTO 3 SUPERIOR Long Range EV
Maruti Suzuki Wagon R 2012 VXI,,"NRs 1,350,000.00",Maruti Suzuki Wagon-R 2012 VXI is up for SALE. Fully option VXI variant in an excellent driving condition. Comes with a buyback policy. Excellent mileage […],,,,Wagon R VXI
HYUNDAI CRETA SX 2021 (FULL OPTION) Single Owner  LOW RUN,,"NRs 5,300,000.00","Introducing an exceptional opportunity to own a practically brand-new Hyundai Creta SX 2021. This immaculate used SUV offers the perfect blend of style, performance, and […]",,,,CRETA SX FULL OPTION LOW RUN
Maruti Suzuki Breeza ZXi+ Single Owner,,"NRs 3,450,000.00",Single Owner Fully Loaded 2020 Suzuki Vitara Brezza ZXi+ Dual Tone in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service […],,,,Breeza ZXi
Ford Ecosport 2019 Titanium New Shape,,"NRs 2,450,000.00","EXCELLENT CONDITION FORD ECOSPORTS 2018 FULL OPTION TITANIUM with Touch screen display. In Brand new spotless condition. price @Nrs24,50,000/-(Taking Offers) (VIEWING HIGHLY RECOMMENDED) For Test […]",,,,Ecosport Titanium
Ford EcoSport 2015 Trend in Bargain Price,,"NRs 1,750,000.00","Excellent condition, Ford Ecosport 2015 Trend is Up for SALE SINGLE OWNER. Interiors and Exteriors are very clean. Best in Segment, one beautiful Quality drive […]",,,,EcoSport Trend in Bargain Price
Hyundai i20 ASTA 2009 Very Clean Inside out,,"NRs 1,375,000.00","Clean and Fresh Hyundai’s i20 Asta Fully loaded 2009. Much looked after and driven with extra care, this beautiful car runs just as new with […]",,,,i20 ASTA Very Clean Inside out
Kia Seltos HTX IVT Fully Loaded 2021 AUTOMATIC with SUNROOF,,"NRs 5,350,000.00",2021 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant with […],,,,Seltos HTX IVT
Kia Seltos 2020 HTX,,"NRs 4,300,000.00",Single Owner Kia Seltos HTX Manual 2020 with Leather interior This Brand new beauty is a fully loaded top variant with Remote app controllability and […],,,,Seltos HTX
Nissan X-Trail 2007 4WD Fully Loaded,,"NRs 1,950,000.00",Excellent condition Japanese Suv(4WD) NISSAN X-Trail 2007 Fully loaded with Sunroof. Very clean inside and outside. Beautiful Japanese quality vehicle. VALUE FOR MONEY WITH OUT […],,,,X-Trail 4WD
DFSK Glory 580 7-Seater SUV 2019 Single Owner,,"NRs 4,100,000.00","DFSK Glory 580 is a very attractive SUV. It has a sports style front design with the Front chromed grille. Moreover, it has a lion-shaped […]",,,,DFSK Glory 580 7-Seater SUV
New Compact SUV Corolla Cross 1.8 L 2020 in Brand new condition,,"NRs 9,200,000.00","New Look Toyota Corolla Cross 2020 is up for sale. The Corolla Cross represents the urban toughness of the modern SUV, while offering refined comfort […]",,,,Compact SUV Corolla Cross 1.8 L in condition
Kia Picanto 2008 Single Owner,,"NRs 975,000.00","Single Owner Kia Picanto 2008 with Low Kms is here for you with full Kia Service history. A problem-free vehicle, Newly Polished and Serviced. Priced@9,75,000/-(Taking […]",,,,Picanto
Hyundai I10 Sportz 1.2 2009,,"NRs 1,350,000.00",This 2009 Hyundai i10 Sports has been well-maintained and is in good condition inside and out. Both the interior and exterior reflect the care it […],,,,I10 Sportz 1.2
HYUNDAI I10 MAGNA 1.2 2010 New Shape,,"NRs 1,375,000.00",HYUNDAI I10 MAGNA 1.2 2010 in immaculate condition. Free from problems or any kind of accidents. Fully Serviced and Refurbished to original condition. Priced @1375000/-(taking […],,,,I10 MAGNA 1.2
Honda CRV 2008 Automatic with Sunroof,,"NRs 2,500,000.00","In super Excellent condition Japanese Honda CRV Auto 2008 dressed in Metallic Silver, a real head turner quality vehicle. This Quality SUV is a (Fully […]",,,,CRV
SUZUKI SWIFT VXI 2014,,"NRs 1,850,000.00",Suzuki Swift Vxi 2014 in immaculate condition. Quality vehicle not to miss out on. This Vehicle is free from accidents and has no problems or […],,,,SWIFT VXI
Toyota RAV4 2002 the only Japanese 4WD,,"NRs 1,350,000.00","Excellent condition Toyota (RAV4 2002), the only Japanese 4WD power performance with in a reasonable price range. Accident free and scratch-less with very clean interiors […]",,,,RAV4 the only Japanese 4WD
2019 Ford Ranger 3.2 (4×4)  Double Cab Pick Up,,"NRs 6,500,000.00","Introducing 2019 Ford Ranger 3.2 (4×4) Double Cab Pick Up in its original beauty. Remarkable opportunity to own a pre-owned Ford Ranger. In mint condition, […]",,,,Ranger 3.2 4×4 Double Cab Pick Up
Maruti Suzuki Celerio X ZXi 2019 Model Single Owner,,"NRs 2,250,000.00","Single owner top model Maruti Suzuki Celerio X ZXi 2019, Fully option ZXI variant in an excellent driving condition. In original factory condition with no […]",,,,Celerio X ZXi
